# gene_id species_1 position_1 species_2 position_2 direction
754 Melanogaster 20148124 Pseudoobscura 7185116 -1
753 Melanogaster 20141819 Pseudoobscura 7194971 -1
752 Melanogaster 20133579 Pseudoobscura 7198742 -1
751 Melanogaster 20051294 Pseudoobscura 7282957 -1
750 Melanogaster 20004680 Pseudoobscura 7304251 -1
749 Melanogaster 19961297 Pseudoobscura 7366515 -1
748 Melanogaster 19958393 Pseudoobscura 7377276 -1
747 Melanogaster 19866146 Pseudoobscura 7384020 -1
746 Melanogaster 19852214 Pseudoobscura 7436207 -1
745 Melanogaster 19830215 Pseudoobscura 7458253 -1
744 Melanogaster 19766465 Pseudoobscura 7509423 -1
743 Melanogaster 19759173 Pseudoobscura 7531448 -1
742 Melanogaster 19750770 Pseudoobscura 7535154 -1
31 Melanogaster 759594 Pseudoobscura 7630233 1
32 Melanogaster 762560 Pseudoobscura 7633245 1
62 Melanogaster 2609247 Pseudoobscura 7635873 -1
61 Melanogaster 2606680 Pseudoobscura 7637229 -1
60 Melanogaster 2604197 Pseudoobscura 7639143 -1
59 Melanogaster 2599158 Pseudoobscura 7641962 -1
58 Melanogaster 2588503 Pseudoobscura 7652434 -1
150 Melanogaster 4687800 Pseudoobscura 7666718 -1
149 Melanogaster 4679988 Pseudoobscura 7680410 -1
649 Melanogaster 17599608 Pseudoobscura 7689879 -1
648 Melanogaster 17579861 Pseudoobscura 7697962 -1
616 Melanogaster 16680089 Pseudoobscura 7721168 -1
615 Melanogaster 16679297 Pseudoobscura 7723791 -1
614 Melanogaster 16668818 Pseudoobscura 7731014 -1
314 Melanogaster 8592031 Pseudoobscura 7734121 1
315 Melanogaster 8602137 Pseudoobscura 7743487 1
316 Melanogaster 8630159 Pseudoobscura 7774801 1
317 Melanogaster 8677063 Pseudoobscura 7821073 1
318 Melanogaster 8681252 Pseudoobscura 7829955 1
319 Melanogaster 8688627 Pseudoobscura 7831631 1
320 Melanogaster 8691820 Pseudoobscura 7835267 1
321 Melanogaster 8709652 Pseudoobscura 7854407 1
322 Melanogaster 8712472 Pseudoobscura 7858362 1
323 Melanogaster 8714936 Pseudoobscura 7861142 1
324 Melanogaster 8716713 Pseudoobscura 7862860 1
325 Melanogaster 8720520 Pseudoobscura 7866895 1
326 Melanogaster 8756539 Pseudoobscura 7933491 1
327 Melanogaster 8838323 Pseudoobscura 8039053 1
328 Melanogaster 8873012 Pseudoobscura 8046624 1
329 Melanogaster 8898554 Pseudoobscura 8075563 1
330 Melanogaster 8901699 Pseudoobscura 8081839 1
331 Melanogaster 8904144 Pseudoobscura 8086187 1
332 Melanogaster 8972908 Pseudoobscura 8151139 1
333 Melanogaster 8983634 Pseudoobscura 8161883 1
334 Melanogaster 9030205 Pseudoobscura 8232677 1
335 Melanogaster 9054698 Pseudoobscura 8241614 1
336 Melanogaster 9069599 Pseudoobscura 8259024 1
337 Melanogaster 9070318 Pseudoobscura 8261695 1
338 Melanogaster 9078823 Pseudoobscura 8269634 1
339 Melanogaster 9081063 Pseudoobscura 8272068 1
340 Melanogaster 9082931 Pseudoobscura 8273566 1
697 Melanogaster 19176109 Pseudoobscura 8276721 1
698 Melanogaster 19180173 Pseudoobscura 8279068 1
699 Melanogaster 19183421 Pseudoobscura 8282716 1
700 Melanogaster 19188035 Pseudoobscura 8286458 1
701 Melanogaster 19192219 Pseudoobscura 8288834 1
702 Melanogaster 19193555 Pseudoobscura 8290784 1
703 Melanogaster 19196058 Pseudoobscura 8299000 1
704 Melanogaster 19202103 Pseudoobscura 8303402 1
705 Melanogaster 19208694 Pseudoobscura 8312189 1
706 Melanogaster 19213254 Pseudoobscura 8316104 1
707 Melanogaster 19215515 Pseudoobscura 8319627 1
708 Melanogaster 19220622 Pseudoobscura 8335688 1
709 Melanogaster 19236059 Pseudoobscura 8341857 1
719 Melanogaster 19281232 Pseudoobscura 8399886 -1
718 Melanogaster 19277176 Pseudoobscura 8406437 -1
717 Melanogaster 19275004 Pseudoobscura 8414385 -1
715 Melanogaster 19273349 Pseudoobscura 8415515 -1
716 Melanogaster 19273349 Pseudoobscura 8420590 -1
714 Melanogaster 19266656 Pseudoobscura 8426573 -1
713 Melanogaster 19252111 Pseudoobscura 8433522 -1
712 Melanogaster 19248639 Pseudoobscura 8444026 -1
711 Melanogaster 19245158 Pseudoobscura 8448504 -1
710 Melanogaster 19243631 Pseudoobscura 8450611 -1
521 Melanogaster 14201362 Pseudoobscura 8452129 1
522 Melanogaster 14203961 Pseudoobscura 8456218 1
523 Melanogaster 14224647 Pseudoobscura 8471837 1
524 Melanogaster 14226289 Pseudoobscura 8478785 1
525 Melanogaster 14228060 Pseudoobscura 8480656 1
526 Melanogaster 14234413 Pseudoobscura 8486820 1
114 Melanogaster 3720007 Pseudoobscura 8496211 -1
113 Melanogaster 3704610 Pseudoobscura 8607887 -1
112 Melanogaster 3671801 Pseudoobscura 8618260 -1
111 Melanogaster 3668837 Pseudoobscura 8633301 -1
110 Melanogaster 3667621 Pseudoobscura 8658917 -1
109 Melanogaster 3574536 Pseudoobscura 8666820 -1
108 Melanogaster 3571456 Pseudoobscura 8753836 -1
107 Melanogaster 3557812 Pseudoobscura 8755690 -1
106 Melanogaster 3507245 Pseudoobscura 8812347 -1
105 Melanogaster 3491011 Pseudoobscura 8845868 -1
104 Melanogaster 3485650 Pseudoobscura 8853304 -1
771 Melanogaster 20427411 Pseudoobscura 8915382 -1
770 Melanogaster 20426431 Pseudoobscura 8917535 -1
769 Melanogaster 20424069 Pseudoobscura 8917969 -1
772 Melanogaster 20429675 Pseudoobscura 8920972 1
773 Melanogaster 20433950 Pseudoobscura 8925117 1
774 Melanogaster 20449331 Pseudoobscura 8947831 1
775 Melanogaster 20467455 Pseudoobscura 8956016 1
776 Melanogaster 20469955 Pseudoobscura 8959980 1
777 Melanogaster 20511544 Pseudoobscura 9012935 1
778 Melanogaster 20515908 Pseudoobscura 9016728 1
779 Melanogaster 20538497 Pseudoobscura 9043622 1
780 Melanogaster 20590252 Pseudoobscura 9102285 1
781 Melanogaster 20657122 Pseudoobscura 9179920 1
782 Melanogaster 20690670 Pseudoobscura 9209634 1
783 Melanogaster 20822146 Pseudoobscura 9353764 1
784 Melanogaster 20867989 Pseudoobscura 9392055 1
785 Melanogaster 20881814 Pseudoobscura 9404519 1
786 Melanogaster 20934869 Pseudoobscura 9459872 1
787 Melanogaster 21023390 Pseudoobscura 9537112 1
788 Melanogaster 21026125 Pseudoobscura 9539742 1
563 Melanogaster 16074717 Pseudoobscura 9583015 1
564 Melanogaster 16083232 Pseudoobscura 9585989 1
565 Melanogaster 16093059 Pseudoobscura 9597621 1
566 Melanogaster 16093059 Pseudoobscura 9601184 1
567 Melanogaster 16118067 Pseudoobscura 9641088 1
568 Melanogaster 16210598 Pseudoobscura 9742263 1
569 Melanogaster 16265242 Pseudoobscura 9799319 1
570 Melanogaster 16267007 Pseudoobscura 9801645 1
571 Melanogaster 16270951 Pseudoobscura 9805061 1
582 Melanogaster 16325763 Pseudoobscura 9809706 1
583 Melanogaster 16328437 Pseudoobscura 9813216 1
584 Melanogaster 16331281 Pseudoobscura 9815858 1
585 Melanogaster 16333612 Pseudoobscura 9818933 1
586 Melanogaster 16350315 Pseudoobscura 9829737 1
587 Melanogaster 16356696 Pseudoobscura 9836294 1
588 Melanogaster 16359143 Pseudoobscura 9839056 1
589 Melanogaster 16361569 Pseudoobscura 9887944 1
590 Melanogaster 16373086 Pseudoobscura 9903615 1
591 Melanogaster 16381954 Pseudoobscura 9912635 1
592 Melanogaster 16385278 Pseudoobscura 9917600 1
593 Melanogaster 16388820 Pseudoobscura 9919644 1
596 Melanogaster 16399782 Pseudoobscura 9922736 1
597 Melanogaster 16405509 Pseudoobscura 9935305 1
598 Melanogaster 16415046 Pseudoobscura 9942090 1
599 Melanogaster 16416958 Pseudoobscura 9945017 1
459 Melanogaster 12009711 Pseudoobscura 9951343 -1
458 Melanogaster 12007176 Pseudoobscura 9954250 -1
457 Melanogaster 11992915 Pseudoobscura 9964307 -1
456 Melanogaster 11990118 Pseudoobscura 9974836 -1
455 Melanogaster 11988062 Pseudoobscura 9980483 -1
454 Melanogaster 11931280 Pseudoobscura 10022582 -1
453 Melanogaster 11926424 Pseudoobscura 10043916 -1
452 Melanogaster 11920004 Pseudoobscura 10049602 -1
451 Melanogaster 11907409 Pseudoobscura 10066517 -1
630 Melanogaster 17154110 Pseudoobscura 10086585 -1
629 Melanogaster 17149001 Pseudoobscura 10103112 -1
475 Melanogaster 13195499 Pseudoobscura 10155223 -1
474 Melanogaster 13193094 Pseudoobscura 10169686 -1
473 Melanogaster 13189643 Pseudoobscura 10172480 -1
472 Melanogaster 13161714 Pseudoobscura 10185516 -1
471 Melanogaster 13159604 Pseudoobscura 10199120 -1
470 Melanogaster 13157445 Pseudoobscura 10201174 -1
469 Melanogaster 13155038 Pseudoobscura 10203322 -1
196 Melanogaster 6194737 Pseudoobscura 10264408 1
197 Melanogaster 6196580 Pseudoobscura 10266534 1
198 Melanogaster 6200188 Pseudoobscura 10266534 1
199 Melanogaster 6217268 Pseudoobscura 10285752 1
200 Melanogaster 6219957 Pseudoobscura 10289493 1
201 Melanogaster 6223061 Pseudoobscura 10291734 1
202 Melanogaster 6225647 Pseudoobscura 10295267 1
203 Melanogaster 6237315 Pseudoobscura 10307217 1
204 Melanogaster 6240745 Pseudoobscura 10311286 1
205 Melanogaster 6255822 Pseudoobscura 10326549 1
206 Melanogaster 6257668 Pseudoobscura 10329575 1
207 Melanogaster 6261169 Pseudoobscura 10333143 1
208 Melanogaster 6267797 Pseudoobscura 10345704 1
209 Melanogaster 6274972 Pseudoobscura 10357747 1
689 Melanogaster 18861197 Pseudoobscura 10360180 -1
688 Melanogaster 18860284 Pseudoobscura 10362735 -1
687 Melanogaster 18858203 Pseudoobscura 10363690 -1
686 Melanogaster 18855873 Pseudoobscura 10367040 -1
685 Melanogaster 18846389 Pseudoobscura 10377314 -1
577 Melanogaster 16303870 Pseudoobscura 10391167 1
578 Melanogaster 16306912 Pseudoobscura 10393751 1
579 Melanogaster 16309817 Pseudoobscura 10397552 1
580 Melanogaster 16313709 Pseudoobscura 10402389 1
581 Melanogaster 16317673 Pseudoobscura 10407170 1
576 Melanogaster 16296671 Pseudoobscura 10410658 -1
575 Melanogaster 16293853 Pseudoobscura 10419357 -1
574 Melanogaster 16288810 Pseudoobscura 10422928 -1
573 Melanogaster 16286288 Pseudoobscura 10429657 -1
572 Melanogaster 16278328 Pseudoobscura 10431590 -1
684 Melanogaster 18832682 Pseudoobscura 10440872 -1
683 Melanogaster 18830591 Pseudoobscura 10453739 -1
690 Melanogaster 18884513 Pseudoobscura 10455342 1
691 Melanogaster 18888978 Pseudoobscura 10462034 1
692 Melanogaster 18894446 Pseudoobscura 10471696 1
693 Melanogaster 18900410 Pseudoobscura 10476195 1
694 Melanogaster 18930335 Pseudoobscura 10614571 1
695 Melanogaster 19136107 Pseudoobscura 10748776 1
696 Melanogaster 19168777 Pseudoobscura 10774964 1
355 Melanogaster 9191657 Pseudoobscura 10782657 -1
354 Melanogaster 9189326 Pseudoobscura 10784951 -1
353 Melanogaster 9163255 Pseudoobscura 10795921 -1
311 Melanogaster 8560322 Pseudoobscura 10811018 1
312 Melanogaster 8570208 Pseudoobscura 10818860 1
313 Melanogaster 8571099 Pseudoobscura 10819867 1
158 Melanogaster 5323855 Pseudoobscura 10822526 1
159 Melanogaster 5326675 Pseudoobscura 10826196 1
160 Melanogaster 5329876 Pseudoobscura 10829478 1
161 Melanogaster 5332499 Pseudoobscura 10833112 1
162 Melanogaster 5340236 Pseudoobscura 10903126 1
163 Melanogaster 5405238 Pseudoobscura 10911414 1
164 Melanogaster 5412386 Pseudoobscura 10921831 1
165 Melanogaster 5412386 Pseudoobscura 10923376 1
30 Melanogaster 628338 Pseudoobscura 10930580 -1
29 Melanogaster 625542 Pseudoobscura 10932058 -1
221 Melanogaster 7102555 Pseudoobscura 10936295 1
222 Melanogaster 7104885 Pseudoobscura 10938475 1
223 Melanogaster 7106272 Pseudoobscura 10939895 1
224 Melanogaster 7106272 Pseudoobscura 10945344 1
225 Melanogaster 7266904 Pseudoobscura 11120274 1
226 Melanogaster 7281089 Pseudoobscura 11142389 1
227 Melanogaster 7286358 Pseudoobscura 11149013 1
228 Melanogaster 7288367 Pseudoobscura 11151831 1
229 Melanogaster 7307939 Pseudoobscura 11175578 1
230 Melanogaster 7314622 Pseudoobscura 11183719 1
231 Melanogaster 7324214 Pseudoobscura 11195199 1
232 Melanogaster 7329046 Pseudoobscura 11201131 1
233 Melanogaster 7331265 Pseudoobscura 11203245 1
234 Melanogaster 7337352 Pseudoobscura 11209348 1
235 Melanogaster 7358796 Pseudoobscura 11238523 1
236 Melanogaster 7378140 Pseudoobscura 11264312 1
237 Melanogaster 7401698 Pseudoobscura 11291952 1
238 Melanogaster 7411267 Pseudoobscura 11302962 1
239 Melanogaster 7417253 Pseudoobscura 11308498 1
240 Melanogaster 7418594 Pseudoobscura 11309771 1
241 Melanogaster 7508651 Pseudoobscura 11408342 1
242 Melanogaster 7574290 Pseudoobscura 11482138 1
243 Melanogaster 7609148 Pseudoobscura 11527037 1
244 Melanogaster 7682338 Pseudoobscura 11610536 1
245 Melanogaster 7712783 Pseudoobscura 11641141 1
246 Melanogaster 7722119 Pseudoobscura 11655779 1
247 Melanogaster 7725996 Pseudoobscura 11660391 1
248 Melanogaster 7728755 Pseudoobscura 11663256 1
249 Melanogaster 7731779 Pseudoobscura 11665607 1
250 Melanogaster 7734923 Pseudoobscura 11668205 1
251 Melanogaster 7736893 Pseudoobscura 11670341 1
252 Melanogaster 7764982 Pseudoobscura 11714753 1
253 Melanogaster 7768737 Pseudoobscura 11719239 1
124 Melanogaster 3968993 Pseudoobscura 11851510 -1
123 Melanogaster 3965435 Pseudoobscura 11854741 -1
122 Melanogaster 3948975 Pseudoobscura 11860973 -1
121 Melanogaster 3945043 Pseudoobscura 11865245 -1
120 Melanogaster 3932000 Pseudoobscura 11869058 -1
119 Melanogaster 3891497 Pseudoobscura 11899842 -1
118 Melanogaster 3884168 Pseudoobscura 11912657 -1
117 Melanogaster 3880748 Pseudoobscura 11920786 -1
148 Melanogaster 4667290 Pseudoobscura 11926981 -1
147 Melanogaster 4658158 Pseudoobscura 11946166 -1
146 Melanogaster 4651955 Pseudoobscura 11954179 -1
145 Melanogaster 4648592 Pseudoobscura 11958874 -1
144 Melanogaster 4647871 Pseudoobscura 11959962 -1
143 Melanogaster 4645127 Pseudoobscura 11962247 -1
142 Melanogaster 4641269 Pseudoobscura 11963344 -1
141 Melanogaster 4639259 Pseudoobscura 11968593 -1
140 Melanogaster 4636318 Pseudoobscura 11971543 -1
139 Melanogaster 4631052 Pseudoobscura 11973920 -1
670 Melanogaster 17883718 Pseudoobscura 11982130 -1
669 Melanogaster 17862697 Pseudoobscura 11991285 -1
668 Melanogaster 17861002 Pseudoobscura 12007955 -1
667 Melanogaster 17858379 Pseudoobscura 12010372 -1
666 Melanogaster 17856974 Pseudoobscura 12012698 -1
665 Melanogaster 17852958 Pseudoobscura 12014636 -1
664 Melanogaster 17851869 Pseudoobscura 12017053 -1
663 Melanogaster 17850460 Pseudoobscura 12017852 -1
662 Melanogaster 17848110 Pseudoobscura 12019526 -1
661 Melanogaster 17844949 Pseudoobscura 12022185 -1
660 Melanogaster 17843343 Pseudoobscura 12025089 -1
659 Melanogaster 17842161 Pseudoobscura 12026563 -1
658 Melanogaster 17830828 Pseudoobscura 12029467 -1
657 Melanogaster 17820764 Pseudoobscura 12047353 -1
655 Melanogaster 17768569 Pseudoobscura 12072705 1
656 Melanogaster 17819155 Pseudoobscura 12124751 1
546 Melanogaster 15319479 Pseudoobscura 12170789 1
547 Melanogaster 15328342 Pseudoobscura 12179863 1
548 Melanogaster 15330784 Pseudoobscura 12182577 1
549 Melanogaster 15333310 Pseudoobscura 12186657 1
550 Melanogaster 15340373 Pseudoobscura 12192871 1
551 Melanogaster 15342857 Pseudoobscura 12192871 1
552 Melanogaster 15345169 Pseudoobscura 12195257 1
553 Melanogaster 15350239 Pseudoobscura 12203044 1
554 Melanogaster 15359101 Pseudoobscura 12209313 1
555 Melanogaster 15380371 Pseudoobscura 12234987 1
556 Melanogaster 15386038 Pseudoobscura 12243363 1
557 Melanogaster 15446179 Pseudoobscura 12301477 1
558 Melanogaster 15450261 Pseudoobscura 12303955 1
559 Melanogaster 15453471 Pseudoobscura 12306433 1
560 Melanogaster 15455544 Pseudoobscura 12309686 1
264 Melanogaster 7893053 Pseudoobscura 12317058 -1
263 Melanogaster 7889066 Pseudoobscura 12318900 -1
262 Melanogaster 7887130 Pseudoobscura 12321626 -1
261 Melanogaster 7884660 Pseudoobscura 12323381 -1
260 Melanogaster 7876963 Pseudoobscura 12328841 -1
259 Melanogaster 7874394 Pseudoobscura 12336120 -1
258 Melanogaster 7867161 Pseudoobscura 12339474 -1
257 Melanogaster 7864948 Pseudoobscura 12348879 -1
256 Melanogaster 7858173 Pseudoobscura 12359226 -1
255 Melanogaster 7852481 Pseudoobscura 12364746 -1
254 Melanogaster 7826197 Pseudoobscura 12380431 -1
125 Melanogaster 4075978 Pseudoobscura 12464705 1
126 Melanogaster 4097592 Pseudoobscura 12486550 1
722 Melanogaster 19569721 Pseudoobscura 12512409 -1
721 Melanogaster 19566019 Pseudoobscura 12520110 -1
720 Melanogaster 19559431 Pseudoobscura 12522981 -1
